category,manufacturer/importer,brand,pet_type,price_segment,package_type,export,january_2021_units,february_2021_units,march_2021_units,april_2021_units,may_2021_units,june_2021_units,july_2021_units,august_2021_units,september_2021_units,october_2021_units,november_2021_units,december_2021_units,january_2022_units,february_2022_units,march_2022_units,april_2022_units,may_2022_units,june_2022_units,july_2022_units,august_2022_units,september_2022_units,october_2022_units,november_2022_units,december_2022_units,january_2023_units,february_2023_units,march_2023_units,april_2023_units,may_2023_units,june_2023_units,january_2021_tons,february_2021_tons,march_2021_tons,april_2021_tons,may_2021_tons,june_2021_tons,july_2021_tons,august_2021_tons,september_2021_tons,october_2021_tons,november_2021_tons,december_2021_tons,january_2022_tons,february_2022_tons,march_2022_tons,april_2022_tons,may_2022_tons,june_2022_tons,july_2022_tons,august_2022_tons,september_2022_tons,october_2022_tons,november_2022_tons,december_2022_tons,january_2023_tons,february_2023_tons,march_2023_tons,april_2023_tons,may_2023_tons,june_2023_tons,january_2021_mil_uah,february_2021_mil_uah,march_2021_mil_uah,april_2021_mil_uah,may_2021_mil_uah,june_2021_mil_uah,july_2021_mil_uah,august_2021_mil_uah,september_2021_mil_uah,october_2021_mil_uah,november_2021_mil_uah,december_2021_mil_uah,january_2022_mil_uah,february_2022_mil_uah,march_2022_mil_uah,april_2022_mil_uah,may_2022_mil_uah,june_2022_mil_uah,july_2022_mil_uah,august_2022_mil_uah,september_2022_mil_uah,october_2022_mil_uah,november_2022_mil_uah,december_2022_mil_uah,january_2023_mil_uah,february_2023_mil_uah,march_2023_mil_uah,april_2023_mil_uah,may_2023_mil_uah,june_2023_mil_uah
wet,TOV_KORMOTECH,СТМ (Sjobogarden),cats,economy,can,1,54 648.00,13 066.00,6 264.00,21 804.00,27 304.00,46 728.00,18 360.00,3 960.00,30 264.00,19 800.00,43 800.00,30 995.00,29 132.00,10 692.00,48 538.00,47 232.00,10 800.00,42 768.00,19 404.00,19 860.00,24 144.00,58 368.00,36 671.00,28 560.00,38 604.00,45 288.00,42 600.00,32 448.00,57 528.00,52 932.00,91.24,43.68,30.07,46.2,81.48,103.05,33.12,15.84,50.52,34.85,134.02,59.15,87.03,51.32,113.37,72.35,31.76,88.07,36.12,73.73,60.5,123.64,79.67,83.85,111.43,101.75,82.46,97.86,139.05,145.32,3.97,1.81,1.22,1.92,3.37,4.27,1.33,0.6,2.02,1.37,5.05,2.39,3.48,2.12,4.82,3.19,1.32,3.88,1.6,4.05,3.14,6.32,4.45,4.76,6.68,6.2,4.94,6.16,8.74,8.93
wet,TOV_KORMOTECH,СТМ (Sjobogarden),dogs,economy,can,1,3 564.00,11 148.00,8 844.00,10 212.00,3 840.00,3 564.00,10 956.00,,6 000.00,,3 840.00,11 564.00,3 564.00,7 128.00,3 840.00,22 080.00,15 840.00,,,,9 804.00,5 280.00,10 284.00,5 484.00,12 012.00,13 644.00,4 800.00,5 964.00,12 960.00,8 844.00,17.11,25.48,21.52,22.62,4.61,17.11,19.76,,2.4,,4.61,29.59,17.11,34.21,4.61,16.9,19.01,,,,24.6,6.34,25.17,19.41,33.47,29.2,5.76,19.99,15.55,23.44,0.72,1.07,0.89,0.93,0.2,0.7,0.8,,0.11,,0.19,1.19,0.68,1.41,0.2,0.77,0.8,,,,1.38,0.38,1.35,1.11,2.07,1.78,0.36,1.25,1.01,1.46
wet,TOV_KORMOTECH,СТМ (Super Benek),cats,economy,pouch,1,,,,395 200.00,,,,,,,,,31 768.00,,,,,,,,,,,,442 320.00,,,,198 816.00,13 984.00,,,,39.52,,,,,,,,,3.18,,,,,,,,,,,,44.23,,,,19.88,1.4,,,,1.4,,,,,,,,,0.11,,,,,,,,,,,,2.68,,,,1.23,0.08
wet,TOV_KORMOTECH,СТМ (Повна Чаша),cats,economy,pouch,0,184 392.00,152 328.00,266 016.00,240 168.00,33 432.00,134 808.00,187 392.00,311 617.00,234 479.00,276 144.00,299 136.00,,429 936.00,101 232.00,128 040.00,,,152 256.00,116 136.00,127 392.00,101 208.00,58 056.00,55 321.00,7 632.00,,89 088.00,99 144.00,44 136.00,56 664.00,157 560.00,18.44,15.23,26.6,24.02,3.34,13.48,18.74,31.16,23.45,27.61,29.91,,42.99,10.12,12.8,,,15.23,11.61,12.74,10.12,5.81,5.53,0.76,,8.91,9.91,4.41,5.67,15.76,0.72,0.59,1.04,0.94,0.13,0.53,0.73,1.22,0.91,1.08,1.17,,1.68,0.39,0.5,,,0.59,0.45,0.5,0.39,0.23,0.22,0.03,,0.35,0.39,0.17,0.22,0.61
wet,TOV_KORMOTECH,СТМ (ТМ  «Українська Зірка»),cats,economy,pouch,0,138 240.00,130 080.00,167 040.00,115 200.00,184 320.00,132 480.00,149 760.00,92 160.00,161 280.00,195 840.00,305 280.00,69 120.00,63 360.00,132 480.00,117 312.00,25 680.00,117 144.00,172 800.00,224 640.00,138 240.00,155 520.00,259 200.00,158 568.00,10 368.00,105 576.00,126 720.00,88 656.00,172 440.00,230 400.00,184 320.00,13.82,13.01,16.7,11.52,18.43,13.25,14.98,9.22,16.13,19.58,30.53,6.91,6.34,13.25,11.73,2.57,11.71,17.28,22.46,13.82,15.55,25.92,15.86,1.04,10.56,12.67,8.87,17.24,23.04,18.43,0.83,0.81,1.04,0.72,1.15,0.83,0.93,0.58,1.06,1.28,2.13,0.5,0.45,0.95,0.84,0.21,0.97,1.43,2,1.33,1.49,2.49,1.52,0.1,1.01,1.34,0.94,1.98,2.76,2.23
wet,TOV_KORMOTECH,"СТМ (ТМ ""ARO"")",cats,economy,pouch,0,302 448.00,40 464.00,183 456.00,137 760.00,163 728.00,123 096.00,119 088.00,208 920.00,97 680.00,220 320.00,217 680.00,120 648.00,121 200.00,190 896.00,105 168.00,271 896.00,114 048.00,142 272.00,119 232.00,188 928.00,166 464.00,177 384.00,75 288.00,26 808.00,150 456.00,139 392.00,134 424.00,218 280.00,186 768.00,154 368.00,30.24,4.05,18.35,13.78,16.37,12.31,11.91,20.89,9.77,22.03,21.77,12.06,12.12,19.09,10.52,27.19,11.4,14.23,11.92,18.89,16.65,17.74,7.53,2.68,15.05,13.94,13.44,21.83,18.68,15.44,1.89,0.25,1.14,0.86,1.02,0.77,0.74,1.3,0.64,1.44,1.6,0.88,0.89,1.42,0.8,2.19,0.94,1.18,1.06,1.74,1.53,1.63,0.69,0.25,1.53,1.41,1.41,2.4,2.13,1.78
wet,TOV_KORMOTECH,"СТМ (ТМ ""АШАН"")",cats,economy,pouch,0,126 720.00,40 320.00,109 440.00,86 400.00,57 600.00,34 560.00,51 840.00,74 880.00,69 120.00,103 680.00,57 600.00,86 400.00,74 880.00,5 760.00,32 016.00,75 360.00,74 736.00,112 608.00,46 080.00,299 520.00,,,132 312.00,,46 080.00,28 056.00,53 352.00,5 760.00,138 192.00,103 224.00,12.67,4.03,10.94,8.64,5.76,3.46,5.18,7.49,6.91,10.37,5.76,8.64,7.49,0.58,3.2,7.54,7.47,11.26,4.61,29.95,,,13.23,,4.61,2.81,5.34,0.58,13.82,10.32,0.73,0.23,0.63,0.52,0.36,0.22,0.32,0.47,0.43,0.68,0.4,0.62,0.54,0.04,0.23,0.58,0.62,0.93,0.38,2.65,,,1.22,,0.47,0.28,0.58,0.06,1.52,1.19
wet,TOV_KORMOTECH,СТМ (ТМ «1»),cats,economy,pouch,1,,,,,,,,,,,,,,,,,,,,46 080.00,,23 040.00,,,,,63 360.00,,33 984.00,,,,,,,,,,,,,,,,,,,,,4.61,,2.3,,,,,6.34,,3.4,,,,,,,,,,,,,,,,,,,,,0.24,,0.12,,,,,0.37,,0.2,
wet,TOV_KORMOTECH,СТМ (ТМ «1»),cats,economy,pouch,0,,,,,,,,54 552.00,64 464.00,123 672.00,183 192.00,103 680.00,69 120.00,34 560.00,131 592.00,89 256.00,165 792.00,60 552.00,94 320.00,217 368.00,145 728.00,407 280.00,86 328.00,20 592.00,234 768.00,143 208.00,132 888.00,167 040.00,177 744.00,145 896.00,,,,,,,,5.46,6.45,12.37,18.32,10.37,6.91,3.46,13.16,8.93,16.58,6.06,9.43,21.74,14.57,40.73,8.63,2.06,23.48,14.32,13.29,16.7,17.77,14.59,,,,,,,,0.35,0.44,0.84,1.39,0.81,0.54,0.27,1.03,0.76,1.49,0.54,0.85,2.05,1.4,3.68,0.77,0.2,2.53,1.54,1.45,1.95,2.11,1.8
wet,TOV_KORMOTECH,СТМ (ТМ «Кожен день»),cats,economy,can,0,15 840.00,12 320.00,10 560.00,7 040.00,10 480.00,8 800.00,12 320.00,10 560.00,7 040.00,14 080.00,8 800.00,10 560.00,10 460.00,,1 540.00,10 320.00,3 120.00,5 380.00,4 420.00,5 060.00,7 740.00,6 740.00,7 860.00,10 920.00,3 580.00,11 240.00,5 340.00,2 620.00,3 940.00,6 340.00,6.57,5.11,4.38,2.92,4.35,3.65,5.11,4.38,2.92,5.84,3.65,4.38,4.34,,0.64,4.28,1.29,2.23,1.83,2.1,3.21,2.8,3.26,4.53,1.49,4.66,2.22,1.09,1.64,2.63,0.27,0.22,0.19,0.13,0.19,0.16,0.22,0.19,0.13,0.25,0.18,0.23,0.23,,0.04,0.29,0.09,0.15,0.12,0.14,0.22,0.19,0.22,0.31,0.1,0.32,0.16,0.08,0.11,0.17
wet,TOV_KORMOTECH,СТМ (ТМ «Кожен день»),dogs,economy,can,0,5 080.00,3 780.00,3 540.00,2 580.00,4 040.00,3 060.00,3 480.00,3 400.00,2 240.00,4 120.00,2 800.00,3 040.00,3 740.00,400,1 100.00,5 260.00,2 080.00,2 040.00,1 140.00,1 400.00,2 140.00,2 040.00,1 800.00,3 320.00,1 900.00,4 280.00,1 520.00,1 200.00,1 840.00,3 660.00,2.11,1.57,1.47,1.07,1.68,1.27,1.44,1.41,0.93,1.71,1.16,1.26,1.55,0.17,0.46,2.18,0.86,0.85,0.47,0.58,0.89,0.85,0.75,1.38,0.79,1.78,0.63,0.5,0.76,1.52,0.09,0.07,0.06,0.05,0.07,0.05,0.06,0.06,0.04,0.07,0.06,0.07,0.08,0.01,0.03,0.15,0.06,0.06,0.03,0.04,0.06,0.06,0.05,0.09,0.05,0.12,0.05,0.04,0.05,0.1
wet,TOV_KORMOTECH,СТМ (ТМ «Розумний Вибір»),cats,economy,pouch,0,,,,539 760.00,1 253 496.00,1 861 584.00,1 058 160.00,843 024.00,757 728.00,900 480.00,1 054 056.00,1 060 224.00,1 100 496.00,536 256.00,428 232.00,388 032.00,1 114 056.00,1 430 664.00,1 074 312.00,648 744.00,328 728.00,713 064.00,1 090 368.00,922 896.00,1 162 080.00,970 656.00,1 194 312.00,926 640.00,1 302 024.00,1 200 192.00,,,,53.98,125.35,186.16,105.82,84.3,75.77,90.05,105.41,106.02,110.05,53.63,42.82,38.8,111.41,143.07,107.43,64.87,32.87,71.31,109.04,92.29,116.21,97.07,119.43,92.66,130.2,120.02,,,,2.99,6.94,10.31,5.86,4.67,4.25,5.2,6.08,6.39,7.04,3.43,2.79,2.94,8.43,10.82,8.21,5.14,2.72,5.9,9.02,7.63,10.61,8.86,10.9,9.15,12.9,11.89
wet,TOV_KORMOTECH,CTM_CHYSTA_VYHODA,cats,economy,pouch,0,223 992.00,340 464.00,399 144.00,401 280.00,145 560.00,572 760.00,487 128.00,129 888.00,251 904.00,456 624.00,224 232.00,684 672.00,168 528.00,167 736.00,180 432.00,,314 400.00,157 584.00,236 712.00,272 832.00,228 288.00,463 824.00,188 136.00,20 520.00,,144 840.00,69 984.00,,,,22.4,34.05,39.91,40.13,14.56,57.28,48.71,12.99,25.19,45.66,22.42,68.47,16.85,16.77,18.04,,31.44,15.76,23.67,27.28,22.83,46.38,18.81,2.05,,14.48,7,,,,1.31,1.99,2.43,2.44,0.89,3.48,2.96,0.82,1.65,2.99,1.61,4.91,1.21,1.2,1.29,,2.6,1.3,1.96,2.51,2.1,4.27,1.73,0.19,,1.47,0.71,,,
wet,TOV_KORMOTECH,СТМ (Animalis),cats,economy,can,1,1 920.00,2 880.00,2 880.00,,1 920.00,5 280.00,6 720.00,960,,3 840.00,960,2 880.00,,4 964.00,3 276.00,,5 280.00,,,1 440.00,5 280.00,1 920.00,,480,8 640.00,,960,7 200.00,1 440.00,,2.3,3.46,3.46,,2.3,6.34,8.06,1.15,,4.61,1.15,3.46,,5.96,3.93,,6.34,,,1.73,6.34,2.3,,0.58,10.37,,1.15,8.64,1.73,,0.15,0.23,0.22,,0.15,0.4,0.5,0.07,,0.27,0.07,0.21,,0.37,0.23,,0.38,,,0.12,0.5,0.19,,0.05,0.91,,0.1,0.76,0.15,
wet,TOV_KORMOTECH,СТМ (Міларіо),cats,economy,pouch,1,10 200.00,,,,17 280.00,,23 040.00,,,,23 040.00,,,11 520.00,,,,,,,11 520.00,11 520.00,,,14 856.00,,,,,,1.02,,,,1.73,,2.3,,,,2.3,,,1.15,,,,,,,1.15,1.15,,,1.49,,,,,,0.04,,,,0.07,,0.1,,,,0.1,,,0.05,,,,,,,0.07,0.06,,,0.08,,,,,
wet,TOV_KORMOTECH,СТМ (BAFFY CAT),cats,economy,can,1,,,,,,,,,,,,,,,,,,,39 600.00,27 600.00,61 200.00,39 600.00,,,72 000.00,61 200.00,46 800.00,126 000.00,124 800.00,67 200.00,,,,,,,,,,,,,,,,,,,15.84,11.04,24.48,15.84,,,28.8,24.48,18.72,50.4,49.92,26.88,,,,,,,,,,,,,,,,,,,0.91,0.64,1.34,0.87,,,1.65,1.38,1.05,3.13,3.12,1.69
wet,TOV_KORMOTECH,СТМ (BILLY DOG),dogs,economy,can,1,,,,,,,,,,,,,,,,,,,,12 000.00,57 600.00,39 600.00,,,7 200.00,57 600.00,32 400.00,72 000.00,70 800.00,12 000.00,,,,,,,,,,,,,,,,,,,,4.8,23.04,15.84,,,2.88,23.04,12.96,28.8,28.32,4.8,,,,,,,,,,,,,,,,,,,,0.28,1.26,0.87,,,0.16,1.29,0.73,1.79,1.8,0.3
wet,TOV_KORMOTECH,СТМ (Holmegarden’s),cats,economy,can,1,,24 700.00,11 040.00,,4 704.00,15 840.00,,,,,,,,,,,,,,,2 808.00,3 510.00,,1 690.00,7 800.00,,,3 900.00,,,,8.4,13.25,,5.64,19.01,,,,,,,,,,,,,,,0.95,1.19,,0.57,2.65,,,1.33,,,,0.37,0.55,,0.25,0.79,,,,,,,,,,,,,,,0.06,0.07,,0.03,0.16,,,0.08,,
wet,TOV_KORMOTECH,СТМ (Holmegarden’s),dogs,economy,can,1,,21 600.00,,,6 720.00,,,,,,,,,,,,,,,,,,,,,,,,,,,16.32,,,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,
wet,TOV_KORMOTECH,СТМ (Tiger),cats,economy,can,1,,,,,,,31 680.00,,15 840.00,15 840.00,,,,,15 840.00,,,,,10 560.00,,7 680.00,,,7 200.00,23 040.00,,31 680.00,15 840.00,31 680.00,,,,,,,38.02,,19.01,19.01,,,,,19.01,,,,,12.67,,9.22,,,8.64,27.65,,38.02,19.01,38.02,,,,,,,1.45,,0.7,0.69,,,,,0.76,,,,,0.65,,0.45,,,0.46,1.52,,2.1,1.09,2.13
wet,TOV_KORMOTECH,СТМ (Dr. Trend),cats,economy,pouch,1,,,,,,,,,,,,,,,,,,,,,,,152 100.00,,,,51 840.00,40 320.00,,103 680.00,,,,,,,,,,,,,,,,,,,,,,,12.93,,,,4.41,3.43,,8.81,,,,,,,,,,,,,,,,,,,,,,,0.95,,,,0.37,0.3,,0.72
wet,TOV_KORMOTECH,СТМ (Biocat),cats,economy,pouch,1,,23 040.00,,,,,,,,,,,,,,,,,,,,,42 984.00,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,
wet,TOV_KORMOTECH,СТМ (Faunakram),cats,economy,can,1,,8 160.00,10 000.00,,9 120.00,,,,,,,,,,,,,,,,,,,2 256.00,,,,,,,,9.79,5.1,,10.94,,,,,,,,,,,,,,,,,,,1.67,,,,,,,,0.46,0.24,,0.47,,,,,,,,,,,,,,,,,,,0.09,,,,,,
wet,PP_Hal_Euro_Contract,Leopold,cats,economy,can,0,6 812.00,1 240.00,2 752.00,4 008.00,2 096.00,944,2 570.00,2 805.00,5 514.00,2 808.00,2 403.00,2 216.00,5 024.00,1 016.00,,,1 408.00,656,13 904.00,400,928,1 344.00,192,3 584.00,816,2 688.00,2 928.00,3 992.00,2 568.00,2 952.00,2.45,0.45,0.99,1.44,0.75,0.34,0.93,1,1.99,1.01,0.87,0.79,1.81,0.37,,,0.51,0.24,5.01,0.14,0.33,0.48,0.07,1.29,0.29,0.97,1.05,1.44,0.92,1.06,0.12,0.03,0.05,0.07,0.04,0.02,0.04,0.06,0.1,0.05,0.04,0.04,0.09,0.02,,,0.04,0.02,0.44,0.01,0.03,0.04,0.01,0.1,0.02,0.08,0.09,0.12,0.07,0.09
wet,PP_Hal_Euro_Contract,Leopold,cats,economy,pouch,1,,,,,,,55 296.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,
wet,PP_Hal_Euro_Contract,Leopold,cats,economy,pouch,0,420 922.00,352 809.00,329 232.00,544 482.00,332 894.00,451 126.00,715 177.00,575 450.00,689 466.03,470 537.00,580 870.83,519 129.00,405 059.00,158 334.00,343 406.00,771 867.00,475 393.00,542 912.00,562 319.00,653 793.00,691 875.00,787 692.00,1 125 893.00,1 060 444.00,1 132 478.00,1 546 249.54,1 683 971.46,1 209 770.00,2 042 474.03,2 420 520.00,45.05,35.52,32.89,53.82,33.29,44.81,70.83,57.3,68.68,47.02,57.77,52.14,40.43,15.87,34.35,76.93,47.6,54.5,55.78,65.84,69.53,78.99,112.7,106.4,113.43,154.28,169.01,121.39,205.21,245.06,2.4,1.99,1.74,2.83,1.8,2.42,3.78,3.09,3.69,2.74,3.46,2.97,2.62,0.91,2.1,6.25,3.61,3.91,4.36,4.62,5.1,6.31,8.92,9.13,9.7,13.91,15.31,10.16,16.21,19.08
wet,PP_Hal_Euro_Contract,Leopold,cats,economy,glass_jar,0,12 856.00,20 493.00,17 364.00,5 898.00,7 986.00,5 730.00,4 697.00,12 760.00,10 891.00,13 788.00,7 081.00,14 532.00,13 860.00,4 524.00,7 494.00,15 492.00,14 858.00,5 118.00,7 212.00,8 778.00,14 784.00,10 920.00,8 238.00,10 549.00,14 834.00,24 700.00,9 468.00,10 350.00,11 592.00,14 772.00,6.12,10.25,8.2,2.67,3.93,2.63,2.28,5.92,5.17,6.75,3.56,7.07,6.76,2.28,3.56,7.71,6.9,2.59,3.57,4.12,7.21,5.39,3.93,5.19,7.38,12.46,5.09,4.98,6,7.46,0.32,0.54,0.43,0.16,0.21,0.15,0.13,0.35,0.31,0.38,0.2,0.43,0.4,0.13,0.25,0.5,0.5,0.17,0.25,0.3,0.52,0.39,0.3,0.41,0.57,0.92,0.44,0.46,0.42,0.55
wet,PP_Hal_Euro_Contract,Leopold,dogs,economy,can,0,7 536.00,3 207.00,3 328.00,4 144.00,2 728.00,2 296.00,3 716.00,3 284.00,6 083.00,3 376.00,3 474.00,4 416.00,6 864.00,1 224.00,128,,922,296,1 680.00,808,1 432.00,504,72,2 728.00,760,1 600.00,1 944.00,3 016.00,2 272.00,1 953.00,2.71,1.15,1.2,1.49,0.98,0.83,1.34,1.18,2.19,1.22,1.25,1.59,2.47,0.44,0.05,,0.33,0.11,0.6,0.29,0.52,0.18,0.03,0.98,0.27,0.58,0.7,1.09,0.82,0.7,0.14,0.06,0.07,0.07,0.05,0.04,0.07,0.09,0.12,0.07,0.07,0.1,0.14,0.03,0,,0.03,0.01,0.05,0.03,0.05,0.02,0,0.08,0.02,0.05,0.06,0.1,0.07,0.06
wet,PP_Hal_Euro_Contract,Leopold,dogs,economy,pouch,0,82 764.00,56 745.00,160 205.00,53 420.00,55 960.00,35 929.00,93 645.00,60 484.00,112 717.00,82 970.00,70 265.00,46 155.00,104 097.00,44 564.00,20 591.00,146 157.00,102 401.00,45 349.00,59 877.00,43 074.00,64 994.00,89 923.00,78 441.00,133 793.00,90 240.00,145 656.00,175 960.00,108 889.00,155 913.00,166 233.00,13.78,10.19,18.82,7.49,8.75,4.95,11.33,8.23,15.92,11.66,10.55,7.99,14.41,5.99,4.03,14.98,11.59,7.21,10.11,8.89,12.3,14.29,14.81,23.18,17.31,23.93,31.11,16.96,35.9,29.09,0.7,0.52,0.96,0.39,0.45,0.27,0.6,0.45,0.83,0.65,0.58,0.49,1,0.34,0.27,1.25,0.95,0.5,0.82,0.65,0.88,1.14,1.13,1.9,1.37,2.05,2.56,1.55,2.81,2.37
wet,PP_Hal_Euro_Contract,Leopold,dogs,economy,glass_jar,0,20 726.00,22 196.00,22 190.00,6 387.00,16 614.00,6 216.00,8 284.00,13 938.00,17 310.00,14 116.00,16 444.00,18 192.00,23 932.00,6 894.00,10 866.00,18 060.00,12 252.00,5 736.00,8 880.00,8 880.00,16 107.00,13 434.00,6 456.00,10 973.00,14 336.00,22 645.00,16 674.00,13 045.00,17 907.46,19 386.00,13.27,13.91,13.97,3.81,10.41,3.68,4.99,8.81,10.96,8.4,10.53,11.19,15.16,4.42,6.72,10.12,7.29,3.44,5.16,5.5,10.05,8.02,3.46,5.89,8.07,12.78,10.4,7.7,10.71,11.25,0.58,0.65,0.69,0.19,0.5,0.18,0.23,0.45,0.56,0.44,0.52,0.6,0.79,0.23,0.41,0.64,0.47,0.21,0.34,0.36,0.65,0.56,0.27,0.45,0.6,0.94,0.82,0.57,0.71,0.78
wet,PP_Hal_Euro_Contract,Miss_Kiss,cats,economy,pouch,0,,,,,,,,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,
wet,PP_Hal_Euro_Contract,Miss_Kiss,cats,economy,glass_jar,0,,2 238.00,,,,,,2 604.00,,,,,,,,,,,,,,,,,,,,,,,,1.12,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,
wet,PP_Hal_Euro_Contract,Mister_Hav,dogs,economy,glass_jar,0,,3 906.00,,,,,,3 496.00,,,,,,,,,,,,,,,,,,,,,,,,1.95,,,,,,1.76,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Miss_Kiss,cats,economy,pouch,0,136 844.00,34 211.00,109 964.00,,11 770.00,,,173 124.00,42 154.00,64 558.00,9 410.00,34 706.00,15 552.00,53 014.00,99 162.00,2 688.00,384,,,46 656.00,27 000.00,,10 368.00,21 504.00,,,,82 745.00,51 196.00,15 552.00,13.68,3.42,11,,1.18,,,17.31,4.22,6.46,0.94,3.47,1.56,5.3,9.92,0.27,0.04,,,4.67,2.7,,1.04,2.15,,,,8.27,5.12,1.56,0.59,0.15,0.47,,0.05,,,1.01,0.25,0.39,0.06,0.22,0.1,0.35,0.64,0.02,0,,,0.37,0.24,,0.09,0.19,,,,0.74,0.46,0.16
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Pan_Kit,cats,economy,pouch,1,25 920.00,,183 744.00,6 336.00,,,,,,,,,,10 368.00,1 920.00,,192,,,,,,,,,,74 880.00,,190 080.00,,2.59,,18.37,0.63,,,,,,,,,,1.04,0.19,,0.02,,,,,,,,,,7.49,,19.01,,0.11,,0.63,0.02,,,,,,,,,,0.03,0.01,,0,,,,,,,,,,0.36,,1.02,
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Pan_Kit,cats,economy,pouch,0,65 501.00,185 695.00,88 935.26,199 916.00,212 222.00,88 007.00,158 093.00,359 906.00,344 175.00,107 880.00,294 717.00,401 840.00,327 595.03,157 824.00,935 049.00,1 179 810.00,1 719 158.00,644 126.00,542 727.00,1 483 957.00,995 013.00,911 394.00,459 831.00,859 465.00,377 863.00,900 322.00,532 345.04,1 076 256.00,1 292 321.48,4 095 282.42,6.55,18.57,8.89,19.99,21.22,8.8,15.81,35.99,34.42,10.79,29.47,40.18,32.76,15.78,93.5,117.98,171.92,64.41,54.27,148.4,99.5,91.14,45.98,85.95,37.79,90.03,53.23,107.63,129.23,409.53,0.41,1.13,0.53,1.21,1.3,0.55,0.98,2.29,2.25,0.72,1.77,2.52,2.11,1.02,6,8.56,13.64,5.12,4.21,11.68,8.47,8.4,4.14,8.17,3.57,8.24,4.95,9.85,12.03,37.82
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Wise,cats,economy,pouch,1,,,72 576.00,,,77 856.00,,,,,,,,,380 160.00,454 464.00,1 392.00,80 640.00,379 008.00,374 400.00,224 064.00,184 320.00,42 696.00,1 061 568.00,929 088.00,529 920.00,169 920.00,246 528.00,311 040.00,740 736.00,,,7.26,,,7.79,,,,,,,,,38.02,45.45,0.14,8.06,37.9,37.44,22.41,18.43,4.27,106.16,92.91,52.99,16.99,24.65,31.1,74.07,,,0.25,,,0.26,,,,,,,,,0.73,0.99,0,0.27,1.31,1.51,0.8,0.7,0.16,4.06,4.35,2.5,0.84,1.3,1.58,3.8
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,Wise,cats,economy,pouch,0,,,,,,,,,,,,,,,,,,,,,,,20 736.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,CarpathianPetFood,cats,middle,pouch,1,,,,,,,,,,,,,,,,,2 112.00,19 200.00,74 208.00,11 520.00,10 368.00,34 560.00,11 352.00,,,145 728.00,217 728.00,37 440.00,1 307 520.00,69 120.00,,,,,,,,,,,,,,,,,0.21,1.73,6.49,0.92,0.83,2.89,0.91,,,12.67,19.1,3,129.37,5.99,,,,,,,,,,,,,,,,,0.01,0.09,0.31,0.05,0.04,0.15,0.05,,,0.85,1.36,0.24,8.99,0.41
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,CarpathianPetFood,cats,middle,pouch,0,,,,,,,,,,,,,,,,,,20 736.00,8 609.00,1 296.00,1 200.00,,,,,31 104.00,68 698.00,3 537.00,65 864.00,38 662.00,,,,,,,,,,,,,,,,,,1.84,0.76,0.12,0.1,,,,,3.06,6.2,0.32,5.94,3.54,,,,,,,,,,,,,,,,,,0.17,0.07,0.01,0.01,,,,,0.33,0.72,0.04,0.69,0.41
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,CarpathianPetFood,dogs,middle,pouch,1,,,,,,,,,,,,,,,,,1 850.00,9 600.00,59 424.00,11 520.00,,34 560.00,8 472.00,,,63 360.00,86 400.00,11 520.00,80 640.00,28 800.00,,,,,,,,,,,,,,,,,0.19,0.96,5.94,1.15,,3.46,0.85,,,6.34,8.64,1.15,8.06,2.88,,,,,,,,,,,,,,,,,0,0.04,0.25,0.05,,0.16,0.04,,,0.38,0.55,0.07,0.53,0.18
wet,TOV_HARCHOVI_TECH_ZAKARPATYA,CarpathianPetFood,dogs,middle,pouch,0,,,,,,,,,,,,,,,,,,9 213.00,4 136.00,1 296.00,3 984.00,,,,,12 960.00,13 742.00,18 775.00,7 824.00,7 176.00,,,,,,,,,,,,,,,,,,0.92,0.41,0.13,0.4,,,,,1.3,1.37,1.88,0.78,0.72,,,,,,,,,,,,,,,,,,0.08,0.04,0.01,0.04,,,,,0.14,0.15,0.2,0.08,0.08
